"Phase","Code","File","utt_dur","F0_max","F0_min","F0_mean","F0_SD","F0_range","Int_max","Int_min","Int_mean","Int_SD","Int_range","Faculty","Mod1A","Mod2A","Mod3A","Mod4A","Mod5A","Mod1B","Mod2B","Mod3B","Mod4B","Mod5B","Mod1","Mod2","Mod3","Mod4","Mod5","scoreA","scoreB","score","Arm","Group"
"train","A15","A15_ArmC3_Train.wav",2320,353.1101056,171.344257,292.8542037,39.90107785,181.0117727,77.10028263,24.53030738,61.88733189,12.85601971,46.11375799,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",3810.288,322.6579657,183.2422487,241.4471932,31.4114715,134.0008006,76.30532924,24.12782275,63.69477822,11.30256181,45.97228709,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1027.667,334.4162779,184.4299885,250.5757834,31.15678969,146.5092983,74.15495004,24.46355815,64.12231947,11.5994893,42.24046574,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2732.14,294.0739339,82.46086604,240.3426867,35.7720775,203.621337,76.89672102,24.458964,61.06624184,13.27504489,46.18415,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2357.745,380.8133532,186.6262721,234.4669087,46.42551239,191.0041182,74.14363118,24.10928251,59.11634442,11.97226588,42.46105777,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1676.548,364.6098985,213.8501395,275.5667859,29.74289567,150.21645,73.31898277,24.4073182,63.53364353,10.84038769,42.66222152,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2380.119,353.6762496,198.6545711,256.4224643,42.52269765,149.2904266,75.04323934,24.2590872,62.22879903,11.43900785,44.18024942,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1648,367.1111768,84.67547805,248.3353065,75.29905823,280.310023,72.0567237,24.38789951,55.56630461,12.16718612,41.44411148,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1040.337,365.807941,208.3137805,279.7021664,42.85110368,154.4469117,75.95956053,24.72273807,61.65999498,11.98106312,44.27083187,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1040,324.1071011,108.8306624,234.395017,52.83459473,212.9873355,75.17598606,24.29887923,64.76816275,9.037251499,38.09249352,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2496,341.8047934,207.498714,268.7758854,36.26018816,132.5872589,75.72385629,24.473616,65.45303328,9.751919641,45.40833537,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2216,326.7018262,174.7804373,245.3724158,41.69494158,150.737905,74.43095137,24.3552437,60.99710132,12.51474759,43.18611463,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2672,444.8144792,79.17086857,235.2345136,45.55255844,365.6436106,74.79586373,24.51341292,61.43354365,11.30941336,42.26143424,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1776,312.1965835,87.8097998,223.1889351,50.00413323,223.4294192,74.21136569,23.92973943,63.36738041,8.801945973,41.33021758,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1000,307.2562626,203.4567811,253.504482,45.37479725,102.3079334,72.95132102,24.34302967,53.47691031,13.84680567,41.78474633,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1080,261.1182953,199.9229418,230.1725999,13.36196356,61.0558005,74.58575089,24.41250057,61.51541959,12.1442965,43.73153562,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",4592,395.2931602,86.57031056,241.9136332,60.81939233,303.2511293,74.32143524,24.27898569,58.23873256,11.22532626,43.50543068,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",3078.692,281.7389136,152.8796439,226.1525145,21.82264112,122.78002,74.1467812,24.17261503,54.41692851,13.37603008,43.55677273,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",913.1834,244.6839804,182.1824666,204.7748296,16.05160412,62.1912849,64.22279418,24.47182265,58.52193956,5.617328297,29.31484247,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2120,249.2398594,183.104341,210.3544896,16.08646288,63.4631687,66.45421124,24.2597925,53.90814884,11.0164944,36.19579484,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",5640,297.4906293,84.78806762,206.5763025,30.29029874,209.5523965,74.30033499,24.45092702,58.33735111,9.265912184,43.87515571,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",880,287.1804134,194.6516524,216.653335,21.92526572,91.7523635,71.18762349,24.41859405,59.46490962,11.04211092,37.26554648,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1749.503,464.24134,176.599363,233.5669763,43.06825308,287.4155829,64.42461741,24.29340123,51.92459014,9.260631392,34.37518267,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2384,248.9795119,164.3999662,206.8667565,19.82854217,81.5375968,73.95885923,24.30377799,59.93006444,9.514439965,42.66845629,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1248,307.8764815,76.06806614,223.7636399,59.88150237,226.9393388,68.88293383,24.4514039,59.44757616,10.24445117,38.84396974,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",996.6309,116.1094957,100.8066629,108.881753,3.907300236,13.1552318,60.91018529,24.17418901,50.81167929,9.45418122,30.21808491,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",3216.014,317.5403294,166.7735877,215.9876319,32.14195874,140.6146074,75.10791092,24.31790151,54.7764356,12.92849764,44.67646852,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1352.571,318.3480123,173.7812533,213.9808675,37.5720589,140.1083459,71.64263826,24.51400746,60.72567106,9.797382598,41.00978999,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2896,270.4000242,169.8956642,207.52135,20.84363407,97.3882137,74.99037865,24.25881744,62.09682673,10.31914333,44.63355837,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1280,287.8710783,227.2511736,270.0589857,18.35556503,59.9757757,66.85280676,24.21863297,47.05663941,9.500406446,35.78497801,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",3019.03,298.6646664,75.55606034,220.1446591,41.65956482,212.2476181,77.187335,24.34284052,60.76187245,12.68172138,47.01750332,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2761.614,272.199441,90.42651505,207.6913878,28.28181286,181.1494878,75.98582098,24.18540671,63.02190453,9.960912136,45.06206435,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2496,582.5835248,104.5162261,235.8533834,69.43193328,475.7649147,75.59508631,24.38656739,63.47458691,10.0107063,45.37586786,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1744,286.6106801,75.80187656,244.1585131,37.70481509,208.6502148,74.81084496,24.28785533,62.73971057,10.19945196,42.47069965,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",3016,322.4700278,75.16825426,217.1973939,37.70755243,244.7771675,77.08891578,24.3603763,58.47992301,10.63079329,46.57830444,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2856,296.7607636,146.6476107,223.8916712,34.94823127,150.0011902,75.60359457,24.40490077,58.52480365,12.13951277,44.94849742,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1182.714,278.5405404,88.20923952,210.0928487,40.92172162,186.6775468,70.84767064,24.26110827,60.20742782,8.427524549,37.16666696,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2928,254.6272327,88.33608057,192.0061247,43.56600379,166.0088431,73.17686175,24.37148377,57.17451207,9.865780991,43.05613471,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",696,226.3933623,86.21437697,191.9620662,48.49510524,139.7704222,69.62217925,24.3354348,52.52810455,11.58673626,38.96714175,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",3808,291.191784,176.646886,224.0162225,26.29502164,114.1544575,72.79929359,24.38484563,58.40156809,10.71141886,41.32692879,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1432,326.1903607,90.13246894,237.9389097,48.44966896,222.1000123,74.64969735,24.35243254,64.03441707,11.17570183,44.59696033,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1520,277.7836989,76.27573079,192.1417199,45.94660302,184.3292038,72.45613482,24.37816243,52.73286968,10.06068405,41.42289805,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",3216,314.2901145,89.5201379,227.5458897,45.45173087,222.9320844,74.44839934,24.79912324,64.4669018,10.49426562,41.97852286,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",848,296.6827765,223.530098,253.6485229,17.27969029,71.0363196,72.1523601,24.16259381,57.04489423,11.36487259,40.89062256,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",5464,374.8116382,91.63905391,263.9670147,45.21120014,280.0416268,75.95882694,23.99149105,63.22750327,11.74902931,45.55751164,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",1208,272.1273211,177.4421969,214.7726992,20.52753283,93.2463951,68.26005275,24.18190626,54.34894405,11.02357828,34.9517382,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",2424,336.7687607,106.6373419,236.4755839,45.56187948,227.2928475,73.94214018,24.24749639,60.21474104,11.91950872,43.29649339,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",6216,337.1079206,95.76768291,237.8607872,43.70792373,239.4859711,75.00835856,24.39846529,60.42137843,12.42049871,44.63109743,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","A15","A15_ArmC3_Train.wav",864,233.8050199,183.8174237,212.7729263,19.14752198,49.7466517,68.78557438,24.55679076,47.22436036,10.70153122,38.39234224,"Nurse",15,17,20,17,16,14,16,18,13,14,14.5,16.5,19,15,15,85,75,80,"C3","C"
"train","C15","C15_ArmC2_Train.wav",1248,297.4402454,189.9733882,229.753535,28.4350348,104.2407054,61.84979336,24.38460693,45.49665136,8.462471199,31.66201547,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",936,265.3531597,186.0251146,209.9071823,19.53346967,78.9313703,61.89867856,24.3105639,48.90118084,8.133493665,31.24373993,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3312,320.4769429,87.98985219,216.6746242,63.64293369,223.2392733,67.71550297,24.54016882,53.08502954,7.617919739,37.48302874,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",5424,301.1745227,91.53662812,223.4129586,47.63635172,209.546431,64.90127445,24.163205,52.07857044,8.041211294,34.83952645,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2648,302.9120733,95.10602296,201.7441292,64.54444438,205.1506346,64.36608586,24.2284438,52.89328075,7.358051414,33.7832209,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1976,372.7034482,99.4258254,251.7468445,78.94095901,270.0784155,66.40661736,24.33274265,55.53978928,7.920781477,34.22183299,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2232,289.1217973,188.4670146,231.0642599,24.90572894,99.9269933,69.03225316,24.4343162,56.28260557,9.315901344,37.86125388,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",528,312.7172018,234.2930512,286.7270011,20.6103293,74.125906,70.11994004,24.24962294,60.43797137,9.109402005,35.32401112,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3920,281.3051046,174.4331861,222.3889943,23.91421199,102.957192,71.29575085,24.35807048,54.88671183,9.089972824,40.56697822,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4592,337.1435889,174.3772491,232.3777872,36.24594305,162.7663398,72.62712715,24.07449359,53.82747439,9.495143014,41.79306837,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",6984,329.1146928,78.28729246,222.4772825,33.55979908,248.4643025,73.75208517,23.92995592,54.85933489,10.79535235,43.5025876,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1536,304.9849752,192.095232,231.00367,31.62725516,112.2435188,66.45155881,24.24648371,51.20682812,9.206535777,36.17411951,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4616,331.3766467,79.84631112,261.868544,39.98714913,250.8529199,69.66444716,24.4985923,57.70727179,8.018804154,39.62044175,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3448,344.5625177,171.5219976,245.8307025,37.42385411,169.8788931,69.9513377,24.48447323,58.37166447,9.426091064,39.56362609,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4094.998,369.22119,195.9864108,247.201997,33.85062122,173.1345677,71.61989737,24.25988315,57.90755077,8.272116777,38.68294704,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2587.67,326.2706644,177.5583419,227.368142,24.32166424,148.2740907,69.20824487,24.47896243,57.18435036,8.315352624,38.71211752,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2247.154,335.4907654,173.9699059,238.354279,31.92243884,160.9002337,70.24817366,24.48110982,58.19027978,8.916374236,35.68818382,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1818.703,270.5131445,181.5496873,215.2384723,17.43539186,85.5377908,71.50607361,24.13945302,58.5717678,7.738537416,38.42106256,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",5792,537.4967348,100.5234373,259.7663858,43.62508961,415.0783254,75.8968794,24.36491781,59.25970871,9.070384707,45.5698893,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4131.477,392.0788694,97.58893651,241.5941887,48.30402739,285.0142643,71.52050132,24.10983666,57.07785705,8.643950186,40.8027085,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3436.027,336.9053092,130.5731959,263.2344521,34.39680019,206.2040737,71.6454961,24.09123518,56.95216342,9.413077419,41.5414575,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1184,351.697139,227.8040583,270.8338366,41.08118699,122.5561594,65.73078992,24.48405421,56.04599375,7.711662266,34.67216035,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4768,365.6792594,109.9637829,262.7154644,48.65777914,240.5177655,72.76653653,24.34678797,57.8006809,8.490135896,41.89041287,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1168,356.4812125,207.0416392,279.0868751,50.92402947,149.128951,65.75479203,24.1572985,52.74327615,9.693970281,35.26208683,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",816,295.7764931,213.5185816,242.1212073,19.44888175,80.1644323,68.77980747,24.4516411,51.70028372,8.038704516,33.68423101,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2488,599.3282915,189.7730276,258.7053189,54.43101218,408.5626629,67.42492878,24.25713704,53.80906927,9.527279925,36.60316257,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2816,390.8384923,190.634581,275.4324771,63.01846262,199.536209,72.88620401,24.5200236,56.79233121,10.82958382,42.67005577,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4909.207,383.338683,91.58268044,230.3336908,43.92562955,284.8214857,75.05195202,24.32630908,58.9974079,8.762410792,44.4382579,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1364.63,313.0070458,202.0808432,240.0011625,32.59074811,110.8630845,71.06624879,24.46981414,57.70899511,11.11555802,39.9936989,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1516.196,261.53367,78.5896734,194.0387735,45.32425083,171.7355978,72.76128123,24.58218476,51.73380218,9.143926406,41.81315833,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3368,369.4919975,180.0633128,270.7574296,53.73649109,187.5519806,71.87310462,24.24214712,55.90961169,9.979206741,40.71726256,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1304,348.5233752,208.7339342,268.6324544,49.11326063,139.4589384,67.73937393,24.321482,56.36206179,8.547018202,36.99919515,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3208,362.4388011,83.51191563,250.911633,44.24151934,267.2834131,71.20294839,24.09088141,56.50007658,10.52893799,40.7862013,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4181,356.8428222,77.47541918,252.8147947,48.93890121,276.266414,71.10421473,24.54593619,59.43262073,7.886724148,38.77706834,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3122.423,362.7230726,106.8535487,266.3486666,50.32736871,255.7446157,70.84909521,24.2529216,56.90057051,10.0181276,39.98485397,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2064,348.5996351,189.1376083,253.8195667,45.67715798,158.9767272,69.28303251,24.03498645,58.41332325,7.799309667,38.41665459,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3224,360.4933691,185.200792,256.4131618,47.35775294,172.337246,73.3710499,24.09279967,55.99434537,11.01488948,43.03696132,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4698.565,347.192847,178.4102682,242.2257315,34.25854152,167.4513067,74.60322639,24.34128105,58.13294749,9.601446668,43.93533577,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4292.383,330.3982864,182.7979125,244.9922104,33.68456039,146.7280087,72.77172569,24.44025878,58.63032366,8.364920474,42.10395331,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2714.332,309.8738266,199.7459375,237.4310845,23.63648234,107.4062899,73.72707326,24.52270829,58.60813935,10.54806789,42.66411159,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1192,281.3912346,108.7081614,233.3752139,39.1610154,171.9186053,71.2749962,24.24379028,59.09136065,11.25132211,40.50869508,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1792,275.5595712,184.7089638,210.362713,15.85654341,83.4347948,71.64334037,24.4170627,56.25440807,10.80033144,40.3096779,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2888,317.8672732,203.8667009,246.3865471,26.53104024,105.1544499,66.93487621,24.44885481,53.30924824,8.621622684,36.48243656,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",720,295.9606722,122.8494618,250.1132752,58.68575838,170.9454115,64.58084336,24.43863495,47.22293812,8.418536091,31.31038149,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",5648,357.126796,128.2011531,247.3113107,44.11717627,214.8690436,71.93051699,24.13533252,53.99206116,10.61241908,41.44070679,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",3376,321.2063431,181.5205976,242.4207704,30.91307881,139.6547598,70.03248905,24.38236689,58.48085006,7.718352156,39.14059551,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",4281.577,322.0520106,75.15693563,261.209671,35.11726228,246.895075,74.05744834,24.20261335,60.57489024,10.10711516,43.25097277,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",1662.368,312.2808428,190.5033671,232.8999124,29.12017175,121.5651225,73.82423824,24.5039599,61.7478642,9.057724112,43.61484716,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2288.059,330.7147604,195.6605985,261.5072136,28.30563524,133.598118,73.95993044,24.57786226,62.76839078,10.07528192,42.22685549,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
"train","C15","C15_ArmC2_Train.wav",2312,598.4192597,172.1042189,263.8629841,63.05052633,422.6779226,73.97755391,24.52184122,63.15291421,9.640745041,42.46108323,"Nurse",11,11,13,10,10,10,12,15,9,8,10.5,11.5,14,9.5,9,55,54,54.5,"C2","C"
